text,target
ផលិតកម្មអំបិលឆ្នាំ២០២៣កើនឡើងខ្លាំង,positive
ផ្ទៃដីផលិតអំបិលមានជាង៣៩០០ហិកតា,neutral
កសិករដាំបន្លែតាមបច្ចេកទេសទទួលបានផលច្រើន,positive
ចំណាយដើមទុនត្រឹម៣០ម៉ឺនរៀល,positive
អាចរកចំណូលបានប្រមាណ១០លានរៀល,positive
រោងដាំបន្លែប្រើដំបូលប្លាស្ទិក,neutral
កសិករមានបទពិសោធន៍ជាង១០ឆ្នាំ,positive
ប្រជាកសិករដាំបន្លែរកចំណូលបន្ថែម,positive
ការប្តូរមុខរបរពីដុតក្រឡានមកដាំបន្លែ,neutral
មានការគាំទ្រពីមន្ទីរកសិកម្ម,positive
អង្គការជួយបណ្តុះបណ្តាលបច្ចេកទេស,positive
ដាំបន្លែ៣ប្រភេទសម្រាប់ទីផ្សារ,neutral
មួយឆ្នាំអាចដាំបន្លែបាន៣លើក,positive
ទិន្នផលបន្លែមានតម្លៃល្អ,positive
ការដាំបែបចាស់ចំណាយកម្លាំងច្រើន,negative
ការដាំបច្ចុប្បន្នប្រើទុយោបូមទឹក,positive
ការងារមិនសូវធ្ងន់ធ្ងរ,positive
បន្លែមានតម្រូវការទីផ្សារល្អ,positive
ឈ្មួញមកបញ្ជាទិញដល់កន្លែង,positive
ត្រឡាចលក់បាន១០០០រៀលក្នុង១គីឡូ,neutral
ស្ពៃលក់បាន២០០០រៀលក្នុង១គីឡូ,neutral
ត្រកួនលក់បាន៤០០រៀលក្នុងមួយបាច់,neutral
ការដាំបន្លែជួយលើកស្ទួយសេដ្ឋកិច្ចគ្រួសារ,positive
កសិករបន្តអាជីពដាំបន្លែជាយូរអង្វែង,positive
មានការរៀនសូត្រពីសហគមន៍ផ្សេងៗ,positive
សំណូមពរឱ្យប្រើប្រាស់ដីឱ្យមានប្រយោជន៍,positive
បន្លែជាអាហារចាំបាច់ប្រចាំថ្ងៃ,neutral
ការចិញ្ចឹមសត្វជួយបង្កើនចំណូល,positive
មន្ទីរកសិកម្មលើកទឹកចិត្តការដាំដំណាំផ្សំ,positive
ប្រជាកសិករនៅមានដីទំនេរច្រើន,neutral
ការផ្តល់បច្ចេកទេសទាន់សម័យមានសារៈសំខាន់,positive
មន្ទីរកសិកម្មត្រៀមជួយកសិករគ្រប់ពេល,positive
ការកសិកម្មជួយពង្រឹងជីវភាពជនបទ,positive
គ្រួសារមួយចាប់របរចិញ្ចឹមកូនមាន់ក៏អាចរកចំណូលមកផ្គត់ផ្គង់គ្រួសារបានដែរ,positive
គ្រួសារអ្នកស្រីពុតសុជារស់នៅភូមិត្រពាំងសង្កែឃុំស្រឡប់ស្រុកត្បូងឃ្មុំខេត្តត្បូងឃ្មុំ,neutral
គ្រួសារគាត់បានជ្រើសយករបរចិញ្ចឹមភ្ញាស់យកកូនមាន់លក់,positive
គាត់លក់ស៊ុតនិងបើកបង្រៀនពីវិធីចិញ្ចឹមមាន់ដល់កសិករ,positive
ការចិញ្ចឹមបានផលល្អដោយមានការជួយផ្តល់បច្ចេកទេសពីមន្ទីរកសិកម្ម,positive
អ្នកស្រីពុតសុជាអាយុ៤២ឆ្នាំបានបញ្ជាក់ពីបទពិសោធន៍ចិញ្ចឹមមាន់ជិត២០ឆ្នាំ,neutral
ដំបូងគាត់ចិញ្ចឹមទាំងមាន់សាច់និងភ្ញាស់យកកូនលក់,neutral
ឆ្នាំ២០២៤គាត់ភ្ញាស់យកតែកូនមាន់លក់និងលក់ស៊ុត,neutral
គាត់ប្រើទូភ្ញាស់ស្វ័យប្រវត្តិ,neutral
អាចលក់កូនមាន់គ្រប់តម្រូវការក្នុងខេត្ត,positive
មានការលក់ទៅខេត្តកំពង់ចាមកំពង់ធំក្រចេះនិងព្រៃវែង,positive
រោងមានទំហំ៤មែត្រគុណ៣៣មែត្រ,neutral
អាចដាក់មេមាន់ចំនួន៣០០ក្បាល,neutral
ផលិតបានស៊ុតជាង២ពាន់គ្រាប់ក្នុងមួយខែ,positive
ផលិតបានកូនមាន់ជាង១ពាន់ក្បាលក្នុងមួយខែ,positive
ការថែរក្សាកូនមាន់ត្រូវដាក់អំពូលកម្ដៅ,neutral
ត្រូវផ្តល់ទឹកនិងចំណីពី៣ទៅ៤ដងក្នុងមួយថ្ងៃ,neutral
កូនមាន់ត្រូវចាក់វ៉ាក់សាំងតាមអាយុ,neutral
កូនមាន់អាយុ២១ថ្ងៃអាចលក់បាន,positive
កូនមាន់មួយក្បាលតម្លៃ៦០០០រៀល,positive
ស៊ុតមួយគ្រាប់តម្លៃ២០០០រៀល,positive
មានអ្នកទិញច្រើននិងទីផ្សារល្អ,positive
ឆ្នាំ២០២៤លក់មិនសូវដាច់ដូចឆ្នាំ២០២៣,negative
ប្រាក់ចំណូលនៅតែអាចដោះស្រាយជីវភាពបាន,positive
ការជ្រើសរើសមេមាន់ល្អជួយឲ្យកូនមាន់មានគុណភាព,positive
ត្រូវសម្អាតទ្រុងជាប្រចាំ,neutral
ត្រូវបាញ់ថ្នាំសម្លាប់មេរោគ,neutral
ប្រើវត្ថុធាតុដើមក្នុងស្រុកសម្រាប់ចំណីមាន់,positive
កសិករឃុំទន្លេបិទចិញ្ចឹមគោលែងចំណេញ,negative
កសិករចិញ្ចឹមគោលក់មិនបានផលល្អ,negative
ទីផ្សារគោចុះថោកខ្លាំង,negative
កសិករមួយចំនួនបោះបង់ការចិញ្ចឹម,negative
លក់ទាំងគោសាច់និងមេពូជ,negative
មុខរបរចិញ្ចឹមគោមានតាំងពីដូនតា,neutral
គោលក់ស្រួលតែតម្លៃថោក,negative
មិនអាចប្រកួតប្រជែងជាមួយសាច់គោនាំចូល,negative
លោកធឿនប៊ុនធីមចិញ្ចឹមគោជិត២០ឆ្នាំ,neutral
បច្ចុប្បន្នមានគោជិត៤០ក្បាល,neutral
មានមេពូជនិងឈ្មោលបង្កាត់ពូជ,neutral
មានការបណ្តុះបណ្តាលពីមន្ទីរកសិកម្ម,positive
មានការផ្តល់វ៉ាក់សាំងដល់គោ,positive
ទីផ្សារគោធ្លាក់តម្លៃខ្លាំង,negative
លក់គោបានតម្លៃត្រឹម១ទៅ២លានរៀល,negative
ចំណូលមិនគ្រប់ចំណាយចិញ្ចឹម,negative
ចំនួនកសិករចិញ្ចឹមគោថយចុះ,negative
កសិករសំណូមពរឲ្យជួយដោះស្រាយទីផ្សារ,neutral
បើគ្មានការទប់ស្កាត់កសិករអាចបាត់បង់មុខរបរ,negative
តម្លៃដូងក្រអូបក្នុងស្រុកមានហាងឆេងល្អ,positive
ម្ចាស់ចម្ការដូងរកដូងលក់មិនគ្រប់តម្រូវការ,positive
ចម្ការដូងផ្គត់ផ្គង់តែទីផ្សារក្នុងស្រុក,neutral
មានគំនិតកែច្នៃនិងវិចខ្ចប់ដូង,positive
លក់ដូងក្នុងតម្លៃសមរម្យ,positive
អាចប្រមូលផលបានជាង៦ពាន់ផ្លែក្នុងមួយខែ,positive
ក្រសួងកសិកម្មអនុញ្ញាតឱ្យចុះបញ្ជីចម្ការ,neutral
មានការវាយតម្លៃតាមនីតិវិធីបច្ចេកទេស,neutral
មានគម្រោងនាំចេញទៅទីផ្សារចិន,positive
ម្ចាស់ចម្ការប្រុងប្រយ័ត្នការដឹកជញ្ជូន,neutral
ចង់ឱ្យប្រជាពលរដ្ឋបានហូបដូងតម្លៃសមរម្យ,positive
ផ្ទៃដីដាំដូងនៅកម្ពុជាមានជាង១ម៉ឺនហិកតា,neutral
អ្នកដាំផ្កាម្លិះមិនដាក់ជីគីមី,positive
ផ្កាម្លិះមានក្លិនក្រអូប,positive
ផ្កាមិនសូវស្រស់បំព្រង,neutral
ទីផ្សារនិយមផ្កាមានសម្រស់,neutral
អ្នកចម្ការត្រូវដាក់ជីគីមីដើម្បីលក់បាន,neutral
អ្នកទិញនិយមយកផ្កាទៅតាំងលម្អ,neutral
ផ្កាម្លិះមិនសូវស្អាតលក់ពិបាក,negative
ផ្កាម្លិះដាក់ជីមានតម្លៃថោកជាង,negative
ផ្កាម្លិះមិនដាក់ជីមានតម្លៃខ្ពស់,positive
ពេលខ្លះរកផ្កាមិនបាន,negative
ក្រសួងទេសចរណ៍និងវិស័យឯកជនបន្តជំរុញការផ្សព្វផ្សាយដើម្បីស្តារជំនឿចិត្តភ្ញៀវទេសចរបរទេស,positive
ស្ថានភាពវិស័យទេសចរណ៍កម្ពុជាចុងឆ្នាំនេះមានការប្រែប្រួល,neutral
ជម្លោះព្រំដែនរវាងថៃនិងកម្ពុជាបានប៉ះពាល់ដល់ទំនុកចិត្តភ្ញៀវទេសចរ,negative
ការបាញ់ប្រហារបានធ្វើឲ្យភ្ញៀវទេសចរមួយចំនួនស្ទាក់ស្ទើរ,negative
រដូវកាល High Season ត្រូវបានរំពឹងថាជួយស្តារវិស័យទេសចរណ៍,positive
ក្តីរំពឹងនេះត្រូវបានប៉ះពាល់ដោយជម្លោះព្រំដែន,negative
ការប្រើប្រាស់អាវុធធ្ងន់ធ្ងរបង្កការភ័យខ្លាចដល់ភ្ញៀវទេសចរ,negative
ភ្ញៀវមួយចំនួនលុបចោលការកក់សេវាកម្ម,negative
ភ្ញៀវមួយចំនួននៅតែមានទំនុកចិត្តលើសុវត្ថិភាព,positive
ភ្ញៀវដែលមកដល់កម្ពុជារួចបានឃើញស្ថានភាពមានសុវត្ថិភាព,positive
ខេត្តសៀមរាបនៅតែមានសេវាកម្មទេសចរណ៍ល្អ,positive
ភ្ញៀវទេសចររីករាយជាមួយអាកាសធាតុល្អ,positive
ក្រសួងទេសចរណ៍កំពុងអនុវត្តផែនការជំរុញវិស័យទេសចរណ៍,positive
មានការផ្សព្វផ្សាយតាមបណ្តាញឌីជីថល,neutral
ការផលិតវីដេអូនិងរូបភាពត្រូវបានអនុវត្ត,neutral
វិស័យឯកជនចូលរួមផ្សព្វផ្សាយសក្តានុពលទេសចរណ៍,positive
ស្ថានភាពព្រំដែនមិនបង្អាក់សកម្មភាពវិនិយោគថ្មីៗ,positive
គម្រោងវិនិយោគចំនួន១៣ទទួលបានគោលការណ៍វិនិយោគ,positive
ទុនវិនិយោគសរុបមានចំនួន៦៦០លានដុល្លារ,positive
គម្រោងវិនិយោគនឹងចាប់ផ្តើមនៅដើមឆ្នាំ២០២៦,neutral
មានការរៀបចំជំនួបជាមួយក្រុមហ៊ុនវិនិយោគ,neutral
ជំនួបមានគោលបំណងផ្តល់ព័ត៌មាននីតិវិធី,neutral
លេខាធិការដ្ឋានផ្តល់ការគាំទ្រដល់វិនិយោគិន,positive
គម្រោងវិនិយោគបង្កើតការងារជាង១២៩០០កន្លែង,positive
គម្រោងស្ថិតនៅខេត្តក្រចេះមណ្ឌលគិរីនិងរតនគិរី,neutral
ការទទួលបានគោលការណ៍វិនិយោគគឺជាចំណុចចាប់ផ្តើម,neutral
ការអនុវត្តគម្រោងដោយជោគជ័យមានសារៈសំខាន់,positive
វិនិយោគជួយលើកស្ទួយជីវភាពប្រជាពលរដ្ឋ,positive
ក្រុមការងារបន្តសម្របសម្រួលការអនុវត្តគម្រោង,positive
ក្រុមហ៊ុនអាចទទួលបានអាជ្ញាបណ្ណឆាប់រហ័ស,positive
តំណាងក្រុមហ៊ុនថ្លែងអំណរគុណដល់រាជរដ្ឋាភិបាល,positive
ក្រុមហ៊ុនប្តេជ្ញាវិនិយោគបន្ថែមទៀត,positive
កម្មវិធីពិសេសជំរុញការវិនិយោគត្រូវបានដាក់ឱ្យអនុវត្ត,positive
កម្មវិធីនេះផ្តោតលើវិស័យកសិកម្មនិងទេសចរណ៍,neutral
លោកគីមជុងអ៊ុនដឹកនាំការធ្វើតេស្ដបាញ់មីស៊ីល,negative
ការធ្វើតេស្ដបានធ្វើនៅជិតឆ្នេរភាគខាងកើត,neutral
ការធ្វើតេស្ដមានគោលដៅវាយតម្លៃបច្ចេកវិទ្យាយោធា,neutral
មីស៊ីលអាចវាយគោលដៅចម្ងាយ២០០គីឡូម៉ែត្រ,negative
កូរ៉េខាងជើងអភិវឌ្ឍមីស៊ីលស៊េរីថ្មី,negative
លោកគីមជុងអ៊ុនត្រួតពិនិត្យការដ្ឋានសាងសង់នាវាមុជទឹក,neutral
នាវាមុជទឹកប្រើថាមពលនុយក្លេអ៊ែរ,negative
គម្រោងនេះជាផ្នែកនៃការធ្វើទំនើបកម្មកងទ័ព,negative
គ្រោះថ្នាក់ចរាចរណ៍កើតឡើង១០លើក,negative
គ្រោះថ្នាក់បណ្ដាលឲ្យមនុស្សស្លាប់២នាក់,negative
មានមនុស្សរបួស១៨នាក់,negative
មូលហេតុរួមមានស្រវឹងនិងល្បឿន,negative
ការមិនគោរពច្បាប់ចរាចរណ៍ជាមូលហេតុសំខាន់,negative
យោធាថៃបង្កើនការវាយប្រហារលើទឹកដីកម្ពុជា,negative
ការវាយប្រហារបង្កការស្លាប់ជនស៊ីវិល,negative
ផ្ទះសម្បែងនិងហេដ្ឋារចនាសម្ព័ន្ធត្រូវបានបំផ្លាញ,negative
សហគមន៍អន្តរជាតិមិនទាន់ចាត់វិធានការ,negative
កងកម្លាំងថៃទម្លាក់គ្រាប់បែកលើតំបន់ជាច្រើន,negative
ភូមិជាច្រើនក្លាយជាភូមិគ្មានមនុស្សរស់នៅ,negative
សាលារៀនត្រូវបិទដោយសារអសន្តិសុខ,negative
ប្រាសាទបុរាណត្រូវបានខូចខាត,negative
ប្រាសាទព្រះវិហាររងការវាយប្រហារ,negative
មានការព្រួយបារម្ភពីការរំលោភច្បាប់អន្តរជាតិ,negative
កងទ័ពកម្ពុជាប្រើសិទ្ធិស្វ័យការពារ,neutral
ការវាយប្រហារបានបណ្ដាលឲ្យជនស៊ីវិលស្លាប់និងរបួស,negative
ប្រជាពលរដ្ឋជាច្រើនត្រូវរត់គេចខ្លួន,negative
សហគមន៍អន្តរជាតិមិនទាន់មានវិធានការច្បាស់លាស់,negative
អ្នកវិភាគព្រមានពីគ្រោះមហន្តរាយមនុស្សធម៌,negative
ការវាយប្រហារលើជនស៊ីវិលជាការរំលោភច្បាប់អន្តរជាតិ,negative
កម្ពុជាអំពាវនាវឱ្យមានបទឈប់បាញ់,positive
កម្ពុជាស្នើឱ្យការពារជនស៊ីវិលនិងបេតិកភណ្ឌ,positive
មានការព្រួយបារម្ភអំពីការបាត់បង់ជីវិតបន្ថែម,negative
ការប្រកួតកីឡាប្រដាល់សកលជ្រើសរើសជើងឯកថ្នាក់ជាតិឆ្នាំ២០២៥បានចាប់ផ្ដើមការប្រកួតផ្លូវការ,neutral
កីឡាករនិងកីឡាការិនីចូលរួមច្រើនជាងឆ្នាំមុន,positive
ប្រតិភូកីឡាខេត្តជាប់ព្រំដែនមួយចំនួនបានភៀសសឹក,negative
ការភៀសសឹកបណ្ដាលមកពីការឈ្លានពានរបស់សត្រូវសៀម,negative
មានខេត្តជាប់ព្រំដែនប្រមាណ៥ខេត្តខកខានការចូលរួម,negative
ព្រឹត្តិការណ៍នេះចាប់ផ្ដើមនៅថ្ងៃទី២៣ខែធ្នូឆ្នាំ២០២៥,neutral
ការប្រកួតគ្រោងបញ្ចប់នៅថ្ងៃទី២៦ខែធ្នូឆ្នាំ២០២៥,neutral
ការប្រកួតធ្វើឡើងនៅសាលដំបូលទូកនៃសាកលវិទ្យាល័យភូមិន្ទភ្នំពេញ,neutral
ជើងឯកថ្នាក់ជាតិមានកីឡាករចូលរួមសរុប១៤២នាក់,neutral
កីឡាករទាំងនេះមកពីសមាគមនិងក្លិបចំនួន២៣,neutral
ដំបូងមានការចុះឈ្មោះជាង២០០នាក់,neutral
សង្គ្រាមឈ្លានពានធ្វើឲ្យប្រតិភូតាមខេត្តមួយចំនួនភៀសសឹក,negative
តួរលេខអ្នកចូលរួមឆ្នាំនេះនៅតែកើនឡើងបើធៀបឆ្នាំមុន,positive
សហព័ន្ធបានបញ្ជូលថ្នាលអាយុក្រោម១៦ឆ្នាំ,positive
កីឡាករបរទេសត្រូវបានអនុញ្ញាតឲ្យចូលរួម,positive
មានកីឡាករជប៉ុនម្នាក់បានចូលរួមប្រកួត,neutral
ការចូលរួមនេះផ្តល់ឱកាសឲ្យកីឡាករកម្ពុជាទទួលបទពិសោធន៍,positive
កីឡាករកម្ពុជាអាចពង្រឹងសមត្ថភាពនិងបច្ចេកទេស,positive
ការប្រកួតមានគោលដៅឆ្ពោះទៅឆាកអន្តរជាតិ,positive
កីឡាករវ័យក្មេងបានបង្ហាញសមត្ថភាពគួរឲ្យចាប់អារម្មណ៍,positive
កីឡាករសុផាតមេសាឈ្នះពិន្ទុអតីតម្ចាស់មេដាយសំរឹទ្ធ,positive
លទ្ធផលនេះជាសញ្ញានៃភាពរីកចម្រើនធនធានកីឡា,positive
សហព័ន្ធបានភ្ជាប់ការប្រកួតជាមួយមូលនិធិសប្បុរសធម៌,positive
មានការកៀគរថវិកាជួយសមរភូមិមុខ,positive
សមរភូមិកំពុងជួបការលំបាកដោយសារការឈ្លានពាន,negative
សប្បុរសជនជាច្រើនបានចូលរួមបរិច្ចាគ,positive
សហព័ន្ធលក់ឯកសណ្ឋានក្នុងតម្លៃ៥ដុល្លារ,neutral
ថវិកានេះចូលរួមមូលនិធិមនុស្សធម៌,positive
បេសកជនពិសេសចិនបានបញ្ចប់ទស្សនកិច្ចការទូត,neutral
ដំណើរទស្សនកិច្ចធ្វើឡើងចាប់ពីថ្ងៃទី១៨ដល់២៣ធ្នូ,neutral
បេសកជនទៅកាន់កម្ពុជានិងថៃ,neutral
គោលបំណងដើម្បីសម្របសម្រួលជម្លោះព្រំដែន,neutral
ចិនគាំទ្រកិច្ចខិតខំរបស់អាស៊ាន,positive
ចិនគាំទ្រតួនាទីក្រុមអ្នកសង្កេតការណ៍,positive
ក្រុមអ្នកសង្កេតការណ៍ត្រួតពិនិត្យបទឈប់បាញ់,neutral
ចិនមានឆន្ទៈបង្កើតវេទិកាសម្រាប់ការសន្ទនា,positive
ការសន្ទនារវាងភាគីទាំងពីរត្រូវបានលើកទឹកចិត្ត,positive
ចិនសង្ឃឹមឲ្យកម្ពុជានិងថៃស្វែងរកចំណុចកណ្ដាល,positive
ភាគីទាំងពីរត្រូវខិតខំស្តារទំនុកចិត្តឡើងវិញ,positive
គោលដៅគឺសន្តិភាពនៅតាមព្រំដែន,positive
បេសកកម្មសង្គមស៊ីវិលចិនលើកកម្ពស់សុខភាពកុមារ,positive
ទំនាក់ទំនងកម្ពុជា-ចិនមានលក្ខណៈបេះដូងនិងបេះដូង,positive
សកម្មភាពមនុស្សធម៌បានជួយកុមារកម្ពុជារាប់ពាន់នាក់,positive
កម្មវិធីពិនិត្យជំងឺបេះដូងកុមារត្រូវបានអនុវត្ត,positive
ក្រុមគ្រូពេទ្យចិនបានមកពិនិត្យសុខភាព,positive
កុមារត្រូវបានបញ្ជូនទៅវះកាត់ដោយឥតគិតថ្លៃ,positive
ការវះកាត់ធ្វើនៅមន្ទីរពេទ្យទំនើបក្នុងប្រទេសចិន,positive
កុមារកម្ពុជាទទួលបានជីវិតទីពីរ,positive
គម្រោងនេះផ្តល់សេចក្ដីសង្ឃឹមដល់គ្រួសារ,positive
មានកុមារជិត៨ម៉ឺននាក់បានពិនិត្យសុខភាព,positive
កុមារ១២៤នាក់ទទួលបានការវះកាត់,positive
អង្គការចិនបន្ថែមបានគាំទ្រកម្មវិធីនេះ,positive
សកម្មភាពនេះមានគុណតម្លៃមហាសាល,positive
សុខភាពកុមារជាគ្រឹះនៃអភិវឌ្ឍន៍ជាតិ,positive
ឥណ្ឌូណេស៊ីរឹតបន្តឹងការនាំចូលសម្លៀកបំពាក់ប្រើរួច,neutral
ការអនុវត្តច្បាប់ធ្វើឲ្យមានការព្រួយបារម្ភ,negative
វិធានការនេះប៉ះពាល់ដល់ជីវភាពរស់នៅ,negative
ការបង្រ្កាបផ្តោតលើទីផ្សារសម្លៀកបំពាក់មួយទឹក,neutral
អ្នកលក់ប្រឈមអនាគតមិនច្បាស់លាស់,negative
អ្នកទិញបាត់ឱកាសទិញតម្លៃសមរម្យ,negative
ឆ្នាំ២០២៤ឥណ្ឌូណេស៊ីនាំចូលសម្លៀកបំពាក់៣៨០០តោន,neutral
អាជ្ញាធរព្រមានវិធានការតឹងរ៉ឹង,negative
អ្នកនាំចូលអាចត្រូវហាមប្រាមអស់មួយជីវិត,negative
សម្លៀកបំពាក់តម្លៃទាបធ្លាប់ពេញនិយម,neutral
សម្លៀកបំពាក់ភាគច្រើនត្រូវបាននាំចូល,neutral
ស្វាយចន្ទីកែច្នៃកម្ពុជា១២តោនត្រូវបាននាំចេញ,positive
ការនាំចេញទៅហ្ស៊កដានីជាលើកដំបូង,positive
នេះជាជោគជ័យនៃការពង្រីកទីផ្សារថ្មី,positive
ក្រុមហ៊ុន Ample ជាក្រុមហ៊ុននាំចេញ,neutral
ទីផ្សារ Middle East ជាទីផ្សារថ្មីសម្រាប់កម្ពុជា,positive
ក្រុមហ៊ុនធំមួយបានទិញស្វាយចន្ទីពីកម្ពុជា,positive
ស្វាយចន្ទីកម្ពុជាមានគុណភាពល្អ,positive
គ្រាប់ធំស្អាតនិងមានរសជាតិឆ្ងាញ់,positive
កម្ពុជាមានសក្ដានុពលផ្គត់ផ្គង់បរិមាណធំ,positive
ក្រុមហ៊ុនផ្តោតលើស្តង់ដាសុវត្ថិភាពអាហារ,positive
ការនាំចេញបន្ទាប់ពីចូលរួមពិព័រណ៍អាល្លឺម៉ង់,neutral
ពិព័រណ៍នេះជាពិព័រណ៍អាហារធំបំផុតនៅអឺរ៉ុប,neutral
មានការគាំទ្រពីក្រសួងពាណិជ្ជកម្ម,positive
ការបញ្ជាទិញនេះជាការបញ្ជាទិញសាកល្បង,neutral
រំពឹងមានការបញ្ជាទិញបន្តនៅឆ្នាំ២០២៦,positive
កម្ពុជាដាំដុះស្វាយចន្ទីលើផ្ទៃដី៦៣ម៉ឺនហិកតា,neutral
ទិន្នផលស្វាយចន្ទីរហូតដល់៩៥ម៉ឺនតោនក្នុងមួយឆ្នាំ,neutral
កម្ពុជាជាប្រទេសផលិតចន្ទីស្រស់លំដាប់ទី២ពិភពលោក,positive
រាជរដ្ឋាភិបាលមានគោលដៅកែច្នៃស្វាយចន្ទី៥០ភាគរយ,positive
